text|label
'ХК «Сочи» расторг контракт с главным тренером из-за неудовлетворительного результата в сезоне  Команда заняла последнее место в конференции «Запад» и лишилась шанса на выход в плей-офф за месяц до окончания регулярного чемпионата. Кроме того, по набранным очкам «Сочи» показал результат хуже, чем в минувшем сезоне.  @hockey_na_kubani'|0
'В Горячем Ключе проходит финал Юга России среди юношей до 17 лет  В Горячем Ключе стартовало первенство Южного и Северо-Кавказского федеральных округов среди юношей до 17 лет. Это третий финальный этап текущего сезона.  Участники соревнований:  ХК «Буйволы», Краснодар ХК «СШОР Nº 6» 2009, Ростов-на-Дону ХК «СШОР Nº 6», Аксай ХК «Айсберг», Горячий Ключ ХК «Черномор», Сочи ХК «СШОР Nº 6» 2009, Аксай  25 марта «Черномор» - «Буйволы» - 3:8 «СШОР Nº 6» 2009, Аксай - «СШОР Nº 6» - 9:4 «Айсберг» - «СШОР Nº 6» 2009 - 8:0  26 марта 10:00 «Черномор» - «СШОР Nº 6», Аксай - 6:5 12:30 «СШОР Nº 6» 2009 - «Буйволы» - 0:10 18:30 «Айсберг» - «СШОР Nº 6» 2008  27 марта 10:00 «СШОР Nº 6» 2008 - ХК «СШОР Nº 6» 2009 12:45 «Буйволы» - «СШОР Nº 6» Аксай 18:30 «Айсберг» - «Черномор»  28 марта 10:00 «СШОР Nº 6» 2008 - «Буйволы» 12:45 «СШОР Nº 6» 2009 - «Черномор» 18:30 «Айсберг» - «СШОР Nº 6» Аксай  29 марта 09:00 «Черномор» - «СШОР Nº 6» 2008 11:45 «СШОР Nº 6» Аксай - «СШОР Nº 6» 2009 14:30 «Айсберг» - «Буйволы»  @hockey_na_kubani'|0
'Шок! Ушел из жизни самый харизматичный тренер России Андрей Мартемьянов  Экс-главному тренеру «Автомобилиста», «Амура» и «Сибири» было 61 год…  Команды Андрея Алексеевича всегда отличались неуступчивостью, упорством и желанием показать яркую игру.  В Небесной лиге пополнение тренерского штаба, а мы будем очень скучать по репликам Андрея Алексеевича на тренерском мостике и его мотивационным речам…  @hockey_na_kubani'|0
'Хоккеистки «Родины» из Горячего Ключа сражаются в финале «Золотой шайбы»  В Чайковском стартовали всероссийские соревнования «Золотая шайба» среди команд девушек 2008-2010 годов рождения.  15 команд со всей страны сражаются за звание чемпионок и за почетный «Бриллиантовый кубок». Матчи проходят в спортивном комплексе «Темп», вход для зрителей свободный.  Группа А: «Родина», Горячий ключ «Мах», Москва Сборная Нижегородской области «Братчанка», Братск  25 марта «Родина» - «Мах» - 0:24  26 марта 14:00 «Братчанка» - «Родина»  27 марта «Родина» - Сборная Нижегородской области  Удачи, девчонки! Вы наша гордость!  @hockey_na_kubani'|0
'Хоккеисты из Ставрополя увезли «Косатку»  В станице Выселки завершился турнир «Косатка» среди команд 2015-го года рождения и младше.  Итоги:  1 место - ХК «Наследие», Ставрополь  2 место - ХК «Наследие», Симферополь  3 место - ХК «Буйволы», Краснодар  4 место - ХК «Крылья», Краснодар  5 место - ХК «Дизель», Луганск  Лучший вратарь - Нартов Иван ХК «Наследие», Ставрополь  Лучший защитник - Зинченко Арсений ХК «Наследие», Ставрополь  Лучший нападающий - Кривко Сергей ХК «Буйволы», Краснодар  Снайпер - Гунченко Роман ХК «Крылья», Краснодар  Бомбардир - Зленко Иван ХК «Наследие», Ставрополь  Лучший игрок - Демьянов Никита ХК «Наследие», Ставрополь  Лучший тренер - заслуженный тренер России, Кокорин Сергей Иванович  Поздравляем ребят и тренеров с наградами! Молодчики!  @hockey_na_kubani'|0
'Путь к Кубку Гагарина начнется в среду, 26 марта  За кого будете болеть?  @hockey_na_kubani'|0
'ХК «Сочи» - финиш  В заключительном матче сезона «сочинцы» уступили на домашнем льду минскому «Динамо» со счетом 2:6 (0:2, 1:3, 1:1).  С турнирной точки зрения заключительный матч регулярки большого значения для «Сочи» не имел. Ведь в плей-офф «леопарды» вновь не попали… А вот для «Динамо» привезенные два очка гарантировали начать битву за Кубок Гагарина на своей площадке.  После матча болельщиков «Сочи» пригласили на площадку, чтобы вместе проводить прошедший сезон. И зарядиться эмоциями до сентября…  @hockey_na_kubani'|0
'Стало известно, с кем хоккеисты «Гвардии» сыграют в первом раунде плей-офф  В минувшие выходные состоялись заключительные матчи регулярного первенства Национальной молодежной хоккейной лиги. Таким образом, стали известны все пары первого раунда Кубка Регионов-2025.  «Гвардия» завершила «регулярку» на четвертом месте, набрав 62 очка, и обеспечила себе старт в плей-офф на домашнем льду. В первом раунде «краснодарцы» сразятся с соседом по турнирной таблице - ХК «Сокол» из Новочебоксарска.  В рамках регулярного первенства команды одержали равное количество побед в личных встречах: «гвардейцы» дважды выиграли на выезде, но проиграли дома.  Матчи пройдут 29-30 марта в краснодарском «Ice Palace». Начало в 13.00. Затем «гвардейцы» отправятся на выезд 2-3 апреля. Чтобы пробиться в следующий раунд плей-офф «Гвардии» надо одержать победу в трех матчах.  @hockey_na_kubani'|0
'Ночная лига: расписание матчей  Региональный этап Ночной хоккейной лиги близится к завершению. В этот уикенд нас ждет большое количество матчей. Не пропустите «вкусные» битвы!  Любитель 50+  21 марта  20:15 «Сталь», Абинск - «Арлан», Краснодар *Матч пройдет в ЛД «Клуб Загородного Отдыха» ст. Северская  21:30 «Гвардия», Краснодар - «Джентльмены Кубани», Краснодар *Матч пройдет на основной арене «Ice Palace», Краснодар  22 марта  21:00 «Фишт», Старобжегокай - «Гвардия», Краснодар *Матч пройдет на ледовой арене «Барс» в Горячем Ключе  23 марта  17:00 «Джентльмены Кубани», Краснодар - «Фишт», Старобжегокай *Матч пройдет на основной арене «Ice Palace», Краснодар  Любитель 40+  21 марта  22:00 «Вектор», Краснодар - «Клён», Северская *Матч пройдет на основной арене «Ice Palace», Краснодар  22 марта  17:00 «Гвардия», Краснодар - 6 номер посева *Матч пройдет на основной арене «Ice Palace», Краснодар  19:00 «Шторм», Новороссийск - «Портовый город», Супсех *Матч пройдет в ЛД «Клуб Загородного Отдыха» ст. Северская  20:45 «Звезда», Краснодар - 5 номер посева *Матч пройдет в ЛД «Клуб Загородного Отдыха» ст. Северская  Лига Мечты  22 марта  18:30 «Викинги», Краснодар - «Гвардия», Краснодар  23 марта  20:00 «Гвардия», Краснодар - «Адреналин», Краснодар *Матчи пройдут на основной арене «Ice Palace», Краснодар  Лига Надежды  22 марта  20:45 «Гвардия», Краснодар - «Регион 23», Анапа *Матч пройдет на основной арене «Ice Palace», Краснодар  23 марта  19:00 «Северские Волки», Краснодар - «Шторм», Новороссийск *Матч пройдет в ЛД «Клуб Загородного Отдыха» ст. Северская  @hockey_na_kubani'|0
'Овечкин забил и приблизился к рекорду Гретцки  Александр Овечкин оформил очередной гол в матче против «Филадельфии Флайерз» и сократил отставание от Уэйна Гретцки до шести шайб.  @hockey_na_kubani'|0
'Весла на воду, клюшки - на лёд  В станице Выселки сегодня стартует турнир «Косатка» среди команд 2015-го года рождения и младше.  Участники:  ХК «Наследие», Ставрополь ХК «Наследие», Симферополь ХК «Буйволы», Краснодар ХК «Дизель», Луганск ХК «Крылья», Краснодар  Расписание турнира:  21 марта 12:00 «Наследие»,Ставрополь - «Дизель» 13:30 «Крылья» - «Буйволы» 15:00 «Дизель» - «Наследие», Симферополь 16:30 «Буйволы» - «Наследие», Ставрополь 18:00 «Наследие» Симферополь - «Крылья»  22 марта 11:00 «Наследие», Симферополь - «Буйволы» 12:30 «Дизель» - «Крылья» 14:00 «Наследие», Ставрополь - «Наследие», Симферополь 15:30 «Буйволы» - «Дизель» 17:00 «Крылья» - «Наследие», Ставрополь  23 марта 09: 00 1 место - 4 место 10:30 2 место - 3 место 13:00 Матч за 3-4 место 14:30 Матч за 1-2 место 15:45 Торжественное закрытие турнир  @hockey_na_kubani'|0
'«Альбатрос», «Черномор» и «Гвардия»: кубанские хоккеисты сыграют на турнире в Армавире  В Армавире пройдет открытый турнир среди юношей 2013-го года рождения и младше, посвященный памяти почетного гражданина Армавира, героя труда Кубани Георгия Моисеевича Кандинера.  Состав участников:  Группа «А» ХК «Альбатрос», Армавир ХК «Наследие 2013», Ставрополь ХК «Виктория», Ставрополь ХК «Южные Пингвины», Симферополь  Группа «В» ХК «Наследие 2014», Ставрополь ХК «Гвардия», Северская ХК «Черномор», Сочи ХК «СШОР Nº6», Аксай  Расписание турнира  21 марта 8:00 «Альбатрос» - «Наследие 2013» 9:30 «Наследие 2014» - «Гвардия» 11:00 «Виктория» - «Южные Пингвины» 12:30 «Черномор» - «СШОР Nº6» 14:00 «Наследие 2013» - «Виктория» 15:30 «Наследие 2014» - «Черномор» 17:00 «Гвардия» - «СШОР Nº6» 18:30 «Альбатрос» - «Южные Пингвины»  22 марта 8:00«СШОР Nº6» - «Наследие 2014» 9:30 «Альбатрос» - «Виктория» 11:00 «Гвардия» - «Черномор» 12:30 «Южные Пингвины» - «Наследие 2013» 14:00 А3 - В4 15:30 В3 - А4 17:00 А1 - В2 18:30 В1 - А2  23 марта 9:00 Игра за 7-8 место 10:30 Игра за 5-6 место 12:00 Игра за 3 место 13:30 Финал  @hockey_na_kubani'|0
'«Айсберг» на вершине В Горячем Ключе завершилось первенство Краснодарского края среди юниоров...'|0
'И вновь продолжается бой В Краснодаре стартовал третий этап первенства ЮФО и СКФО среди команд...'|0
'Не наш день? И счет-то по сути одинаковый… Магия какая-то @hockey_na_kubani'|0
'Весла на воду, клюшки - на лёд В станице Выселки сегодня стартует турнир «Косатка» среди коман...'|0
'Праздничный хоккей в честь милых дам Региональный чемпионат Краснодарского края плавно движется...'|0
'Таблица потерь команд нашей лиги, согласно данным РУСТАТ  • У «Зенита» их меньше всего, а «Ростов» реже всех ошибается на своей половине поля."'|0
'ФИФА и УЕФА запустили процесс возвращения России в европейский футбол. The Independent'|0
'Сегодня сыграем против сборной Замбии '|0
'«Краснодар» разгромил «Амкал» в товарищеском матче!  Мозес Кобнан оформил ПЕНТА-ТРИК в ворота медийного клуба"'|0
'Поздравляем с днём рождения экс-наставника «Краснодара» Олега Кононова! Сегодня ему исполняется 59 лет  Желаем Олегу Георгиевичу крепкого здоровья, семейного благополучия и успехов в профессиональной карьере!'|0
'Луис Энрике – самый подорожавший футболист в РПЛ, Кисляк – 2-й, Агкацев – 3-й.'|0
'ДЗЮБА – ЛУЧШИЙ БОМБАРДИР В ИСТОРИИ СБОРНОЙ РОССИИ!'|0
' Сборная 21-го тура по версии подписчиков «Матч Премьер»!"'|0
'Расклады чемпионской гонки по версии Opta: «Краснодар» — фаворит, «Зенит» все равно второй, «Спартак» — третий с 18,7%'|0
'Краснодар» одержал тяжелейшую победу в южном дерби. Важные 3 очка в борьбе за золото для команды Мусаева '|0
'Трансфермаркт 19 марта обновит цены на игроков РПЛ.'|0
'ОФИЦИАЛЬНО:    Кевин Кастаньо перешёл в «Ривер Плейт» из «Краснодара».  • Сумма трансфера: €13 млн   Контракт до конца 2028 года"'|0
'Кордоба вышел на чистое второе место по голам за «Краснодар»'|0
'Волевая победа «Ахмата» в FONBET Кубке России. «Краснодар» покидает турнир '|0
'Лучшие бомбардиры РПЛ после 20-го тура:'|0
'Даниил Уткин высказался ""Чемпионату"" об игре «Краснодара» в нынешнем сезоне Российской Премьер-Лиги.  «Считаю, что «Краснодар» уже должен выиграть чемпионство. Ментально они должны быть сильнее всех, и только тогда смогут это сделать. Сейчас я вижу, что у них есть команда. Матч с «Пари НН» я не видел, но раз «Краснодар» выиграл, значит, они молодцы. Я, конечно, болею за них»"'|0
'Как же хорош Станислав Агкацев при отражении пенальти   В РПЛ забить ему с точки смог только Лукас Вера   #МирРПЛ'|0
'«Краснодар» разгромил «Пари НН» и возглавил таблицу Мир РПЛ '|0
'Уже сегодня стартует 20-й тур Мир РПЛ  «Краснодар» без Сперцяна попробует сломить «Пари НН», а «Локомотив» примет «Ахмат»'|0
'Краснодар» одержал тяжелейшую победу в южном дерби. Важные 3 очка в борьбе за золото для кома...'|0
'Эдуард Сперцян может пропустить до четырёх недель из-за травмы, сообщает Metaratings.'|0
'Волевая победа «Ахмата» в FONBET Кубке России. «Краснодар» покидает турнир '|0
'Ничья  #КраснодарКрылья – 1:1'|0
'В концовке встречи эффектный гол от Серафимы Наумовой и Ксении Тихенко'|0
'ДЕНЬ МАТЧА   29 марта / 14:00  Высшая лига  Кубань-3  Сокол  Краснодар / ""Академия гандбола"" / ул. Бородина, 19  Трансляция игры и состав на матч"'|0
'ДЕНЬ МАТЧА   29 марта / 10:00  Первенство России  Кубань-2  Астраханочка-СШОР  Краснодар / ""Академия гандбола"" / ул. Бородина, 19  Трансляция игры и состав на матч"'|0
'Выходные с Кубанью  В эти выходные наши молодёжные команды выйдут на площадку Академии гандбола. Кубань-2 принимает упорную Астраханочку-СШОР, а Кубань-3 продолжает отстаивать турнирную таблицу за медали Высшей лиги.  29 марта 10:00: Кубань-2 𝒗𝒔 Астраханочка-СШОР 14:00: Кубань-3 𝒗𝒔 Сокол   30 марта 10:00: Кубань-2 𝒗𝒔 Астраханочка-СШОР 14:00: Кубань-3 𝒗𝒔 Сокол'|0
'УСТУПАЛИ, ВЕЛИ, В ИТОГЕ — НИЧЬЯ…  — Очень обидная ничья, — подвела итог прошедшего матча капитан «Кубани» Яна САВИНОВА. Иначе не скажешь. В заключительной части поединка наша команда имела преимущество в 6 мячей, однако оформить победу не смогла.   Материал о финальном домашнем матче нашей команды на втором предварительном этапе: https://whckuban.com/?news=уступали-вели-в-итоге-ничья'|0
'Смотрим лучшие моменты матча с Ладой в нашей нарезке'|0
'"Яркие кадры матча ""Кубань"" - ""Лада"" в объективе Евгения Резника  Больше фото в альбоме: vk.com/album-1456782_306639864"'|0
'Александра Промысленко вызвана в состав молодёжной сборной России на апрельский сбор.  Сборы начнутся 6 в Новогорске, а уже через несколько дней команда отправится в Волгоград на Международный турнир к 80-летию победы в Великой Отечественной войне, где сыграет с главными сборными России и Беларуси.  12/04 13:00: Россия W19  𝒗𝒔 Россия  13/04 14:00: Россия W19  𝒗𝒔 Беларусь '|0
'Сегодня день рождения отмечает левый полусредний ""Кубани""-2 Кира Джривах.  Ваши пожелания и поздравления Кира принимает в комментариях."'|0
'Взгляд на трибуны вчерашнего матча с Ладой'|0
'Послематчевый пресс-подход Яны Савиновой и Дениса Сайфулина'|0
'Ничья, которая фиксирует для нас пятую строчку турнирной таблицы по итогу второго предварительного этапа.'|0
'Остался час до начала матча. Команды уже вышли на разминку, а пока ждём стартовый свисток - читаем предматчевую программку.'|0
'ДЕНЬ МАТЧА   26 марта / 19:00  OLIMPBET Суперлига  Кубань  Лада  Краснодар / Академия гандбола / ул. Бородина, 19  Трансляция игры и состав на матч Билеты: vk.com/app7106151'|0
'"Уже завтра играем последний домашний матч второго предварительного этапа OLIMPBET Суперлиги.  Наш соперник - тольяттинская ""Лада"". Увидимся на трибунах ""Академии гандбола"" 26 марта в 19:00  Билеты: https://vk.com/app7106151"'|0
'Ушли на перерыв, отставая на 2 мяча 15:17, но какую красоту исполнили в первом тайме Яна Савинова...'|0
'В потрясающем по накалу южном дерби упускаем победу. Спасибо всем, кто был сегодня с командой. ...'|0
'ДЕНЬ МАТЧА Завершаем первый круг второго предварительного этапа OLIMPBET Суперлиги матчем в Рост...'|0
'ДЕНЬ МАТЧА  21 марта / 19:00  OLIMPBET Суперлига  Кубань  ЦСКА  Краснодар / Академия га...'|0
'Сегодня день рождения отмечает левый полусредний ""Кубани""-2 Милана Старых. Ваши пожелания и позд..."'|0
'Пока мощные будут гонку гонять, красивые поедут кутаис покорять. Вс, 30 марта. Старт в 12.00 от пятëрочки в саратовской'|0
'Суббота 29 марта 2025 в 8:00  Пробная бесплатная тренировка По М4 в сторону Ростова 54км. Примерно 1,5 часа.  Не скоростная до 35км/ч, возможно медленнее, кто хочет быстро- проезжайте мимо  Стеклозавод – развязка на Сергиевскую  – Стеклозавод  Отставших, упавших и проколовшихся не ждём, тренировка короткая - берите с собой насос и запаску.  Старт от парковки стеклозавода в 8:00, https://yandex.ru/maps/-/CCUR4PdKDC  Те, кто -приедет, -хочет присоединиться, но думает, -опаздывает, -записался, но не приедет, пишите здесь в комментах  Тех кто не запишется, не ждём до 8:00, а можем и раньше уехать если все в сборе'|0
'Суббота, «29» марта шоссейная тренировка Каменномостский — Гузерипль — Каменномостский  ~100км. Темп спокойный. По желанию на обратно пути заедем в Лаго-Наки.  Старт в 10:15 от универсама в Каменномостском. https://yandex.ru/maps/-/CHRnnEIu'|0
'"Завтра, в воскресенье, 23.03 в 9:00 стартуем и едем Краснодар - Горячий ключ - Краснодар. Там примерно 90 км. Средняя скорость 30-33 кмч  Встреча за шлюзами. Остановка ""Поворот на Тлюстенхабль""  Отмена возможна только по погодным условиям. Следите за комментариями  https://yandex.ru/maps/org/povorot_na_tlyustenkhabl/241238639954?si=wu5hmp2qh1u3anzbayj6ha3b1w"'|0
'1 этап гран при черниговская Белореченский район Дистанция 8кр по 12.3 итог 98.4 км Старт 12.00  Место старта около озера п. Молодежный ://yandex.ru/maps/?whatshere%5Bzoom%5D=16&whatshere%5Bpoint%5D=39.664372,44.677620&si=p40mjneztud4yq698mgbvnydz8'|0
'Сб, 15 марта Мтб/грэвел покатушка в шабановку. Если не заезжать на перевал, то практически плоскач, около 60км Старт за посëлком Дачи (за Смоленской), где кончается асфальт. Время старта - 9.00'|0
'Вы не ждали, а мы готовили!     Друзья, заряжаем педали и готовимся к гоночке! 5 апреля приглашаем вас на добрейшие соревнования по треклокроссу, где каждый найдет свой путь к победе!  Категории участников:  - М (мужчины)  - Ж (женщины)  - Лайт (для тех, кто еще только начинает)  - Фикс (треклокросс)  - Беговел (для самых юных и отважных гонщиков)   Что вас ждет:  - по-настоящему теплая гонка.  - ништяки и медали на финише.  - на трассе будут работать фотографы, а значит у вас будут супер фотокарточки с заезда. - Возможность проверить себя и свои силы.   Оргвзнос: 1100 рублей (категория беговел free).  Регистрация: https://orgeo.ru/event/42034  Самое главное — бережем себя и своих близких и не забываем шлемы, проверим лично у каждого    Рекомендуем поторопиться с регистрацией, количество ограничено, а как все узнают какие будут медали… ну вы понимаете  #GRVL #FIXED #Велокросс2025 #всемдобрейшего'|0
'А есть бездельники в группе, кто готов кататься по будням часов в 9 утра?'|0
'В субботу 15.03 на стадионе  Кубань состоится Чемпионат города по дуатлону, (бег-вело-бег). Дистанция небольшая, могут участвовать все возраста, профи, спортсмены ДЮСШ и любители. Велосипеды можно любые, кроме фикса и ТТ, ну и естественно чтобы они были исправны. Стартовый взнос минимальный   Присоединитесь https://orgeo.ru/event/42046'|0
'09.03. Колечко Отрадное Старт 10:30 от сити центра 50 км Темп ~34 км/ч'|0
'Вс, 09.03 Кутаис! Старт от КФС в 11.00'|0
'Невероятные незабываемые горные велогонки по красивейшим трассам Красной Поляны ждут вас!  3 ДНЯ: с 9 по 11 мая будут наполнены вызовами и впечатлениями. Давайте проведем майские праздники вместе!  Регистрируйтесь до повышения стоимости с промокодом — АНОНСЫ  Регистрация по ссылке - https://events.topliga.ru/event/3mountains25/'|0
'01.02.2025 Левый берег 65 км вдоль левого берега Кубани Старт в 13:00 от Ситицентра Темп чуть выше среднего любителя шоссе'|0
'Первый велосипедный старт сезона 23 февраля 2025 года - индивидуальная гонка на время (разделка) на 36 км по пересеченной трассе с подъемами и затяжными спусками. Участникам предстоит преодолеть как горные отрезки трассы, так и скоростной участок. Гонка уравнивает шансы как горных гонщиков, так и специалистов равнинных стартов.  Регистрация: https://s8liga.e-champs.com/event/407066'|0
'Приглашаю всех желающих стать сильнее на недельные МТБ сборы на горе Собер с 17 по 23 февраля. Будем закручивать вверх своим ходом и катать трейлы разного уровня. Подтянем технику спуска, прокачаем навыки катания в горах, наберем много вертикальных метров! Трейл-парк изобилует всевозможными элементами естественного и рукотворного происхождения.  Для тех, кто меня не знает: на МТБ я с 2007 года, есть звание КМС, в прошлом году занял призовые места на любительском Чемпионате России по ХСМ и ХСС, а также прошёл обучение по системе АПИ Градиент и теперь являюсь сертифицированным инструктором по МТБ.  Цена вопроса 28000 при записи на весь период сбора (с 17 по 23 февраля), либо 6000 за день, если выбираете меньшее количество дней.  Погода в Краснодаре во второй половине февраля обычно теплая +10... +15⁰С, в прошлом году было немного сыро, а в 2022 и 2023 в эти даты я катал там в летней форме, так что велкам'|0
'Всем доброго времени суток! Кто-то меня уже знает, кто-то нет. Меня зовут Светлана Кавун. Я тренер по велосипедному спорту в г. Краснодаре. В данный момент я нахожусь в декрете, и мою должность замещает мой муж- Кавун Илья ( МС по велосипедному спорту), до этого работал тренером сборной Краснодарского края.  В городе Краснодаре нет муниципального отделения велоспорта, но есть отделение при краевой спортивной школе. Так как это краевое учреждение, детям муниципалитета ничего не положено (форма/инвертарь/ участие в соревнованиях…). Редко но что-то из инвентаря перепадает, из 5 велосипедов из под сборной собираем один нормальный. Так в 2024 году появился первый спонсор, строительная компания «SAMSON», который закупил для краснодарских детей 20 комплектов формы. Теперь ребята ездят с их логотипом.  Спортсмены краснодарского отделения велоспорта регулярно занимают призовые места на чемпионатах, первенствах Краснодарского края. Как личном так и в командном зачете. Многие спортсмены входят в состав сборной Краснодарского края.  В 2024 в маунтинбайке команда Краснодара заняла 3 место в командном зачете. На областных соревнованиях в Ростове на треке собрали весь пьедестал. Часто участвуют в различных спортивно массовых мероприятиях. Достаточно медийные (ссылки на последние теле выпуски с местных телеканалов).  Занятия в нашем учреждении бесплатные, очень много деток из не совсем обеспеченных семей, многодетных семей, встречаются приемные детки, но все они горят этим видом спорта. Родители как могут покупают туфли, страховки и прочие примочки.  Пишу вам со спонсорским предложением. Если у кого есть ИП, вы можете стать спонсором краснодарского отделения. Принимается любое пожертвование : инвентарь, форма. Дизайн нашей формы очень яркий и отличается от всех, в соответствии с флагом г. Краснодара. Если вы решите стать спонсором, логотип вашей организации будет напечатан на нашей форме.  Ниже прилагаю ссылки на видео и фото наших ребят. Надеюсь найдутся не безразличные и готовые к сотрудничеству. Огромное спасибо   https://rutube.ru/video/b01f2a72a24fa5317d25ebd6880a16dc/   https://rutube.ru/video/67040279bcd071be90dd0222be3008f1/'|0
'11.01. Колечко Отрадное Старт 11:00 от сити центра 50 км Темп ~34 км/ч'|0
'Возможно кто-нить хочет завтра катнуть в компании,а ее нет.Предлагаю оставить пожелания о времени и маршруте в комментах.Возможно кто то присоединится'|0
'07.01. Шенджийские холмики Старт 11:00 от ситицентра Темп 35 км/ч Дистанция 90 км'|0
'В субботу 15.03 на стадионе  Кубань состоится Чемпионат города по дуатлону, (бег-вело-бег). Дист...'|0
'Вы не ждали, а мы готовили!    Друзья, заряжаем педали и готовимся к гоночке! 5 апреля пр...'|0
'Вс, 09.03 Кутаис! Старт от КФС в 11.00'|0
'09.03. Колечко Отрадное Старт 10:30 от сити центра 50 км Темп ~34 км/ч'|0
'Сб, 15 марта Мтб/грэвел покатушка в шабановку. Если не заезжать на перевал, то практически плоска...'|0
'Минск  1 min  Подписаться  FAQ #видео'|0
'Лес. Даунхилл  2 min by RAAW Mountain Bikes  Подписаться  FAQ #видео'|0
'Компания Panaracer выпустила шины Gravel King в двух новых ярких цветах: Honey Butter и Cranberry, с возможностью выбора черного или коричневого цвета боковин  ины Honey Butter и Cranberry доступны с четырьмя рисунками протектора: Gravel King Slick; Gravel King SS; Gravel King SK; и новейший рисунок протектора Gravel King X1 от Panaracer.  По словам Panaracer, X1 — самая быстрая шина GravelKing, выпущенная в честь 10-летнего юбилея шины и отличающаяся «передовыми технологиями».  «Эта шина нового поколения призвана превзойти своих предшественников, демонстрируя непревзойденные характеристики, низкое сопротивление качению, устойчивость к проколам и исключительно плавную езду», — говорит Панарасер.  Шины будут доступны в размерах 700x40c или 700x45c и будут стоить $64,99  Подписаться  FAQ #новости'|0
'Фрирайд. Вершины  3 min by Marcin Matuszny  Подписаться  FAQ #видео'|0
'" ПВД ""Хомуты"" с ВелоРайд Краснодар, 29 марта  Суббота Пора кататься! На субботу прогнозы вроде как обещают прекрасную погоду и если они правы - надо катать! Давненько мы не ездили в Елизаветинском направлении и вот время пришло. Планируется поездка к Хомутам. Маршрут лайтовый и интересный. Можно сделать небольшой пикник на берегу реки. По расстоянию от Драмы примерно 20 км из которых +/-5 км грунт По пути так-же есть магазины, где можно купить необходимые продукты  Место сбора: Театр драмы. Под большим экраном Сбор с: 11:30 Время старта: 12:00 Расстояние в одну сторону: ~20 км Обратно планируется выезжать по светлому  При себе иметь: Исправный велосипед Запасные камеры/рем.комплект Аптечку Воду Перекус Деньги Каремат/Поджопник Что-то теплое на вечер Осветительные приборы. Передняя фара, задние огоньки  Правила участия  Подписаться  FAQ #пвд"'|0
'Даунхилл. В поиске трасс  5 min by Transition Bikes  Подписаться  FAQ #видео'|0
'5DEV расширяют линейку своих титановых шатунов для КК, Гревела и Шоссе, добавляя 155 и 160мм варианты  Увеличение популярности более коротких шатунов уже добралось не только до гравити-MTB, но и до более «крутильных» дисциплин. Более короткие шатуны помогают не только поддерживать более высокий каденс в течение длительного времени. 5DEV тоже не прошли мимо этого тренда. 5DEV заявляют, что благодаря более узкому и аэродинамическому профилю на скорости в 39км/ч шатуны позволяют экономить от 1.3 до 4.4Вт мощности  Шатуны полые внутри, изготовлены из титана, сваренного лазером, и обработаны на 5-осевом станке с ЧПУ. Вес 165мм варианта с осью на 118мм — 460г. Цвета: RAW-титан и чёрный  Теперь шатуны доступны в 5 размерах, от 155мм до 175мм с шагом по 5мм. Варианты оси: 118мм, 122мм Wide, 130мм Boost и 136мм Dub. Интерфейс крепления звезды 8-Bolt Sram  К шатунам также предлагаются фирменные аэро-звёзды с оффсетом 8мм на 42 и 52Т (вес 128 и 182г соответственно)  Подписаться  FAQ #новости'|0
'Пятничные фейлы  2 min by Pinkbike  Подписаться  FAQ #видео'|0
'Шлемы Cytal и Cularis от POC возглавляют рейтинги безопасности для шоссейных и горных велосипедов  По данным POC, Cytal использует эффект Вентури для направления воздуха в шлем и его сжатия, что улучшает как охлаждающий эффект, так и аэродинамику  Наряду с моделированием с помощью вычислительной гидродинамики (CFD) Cytal также был тщательно протестирован в аэродинамической трубе и в реальных условиях для информирования процесса разработки.  Помимо интеграции системы MIPS Air Node для ограничения воздействия вращательных сил на мозг, функции безопасности Cytal также были разработаны с использованием моделирования методом конечных элементов (FEM).  Результаты впечатляют: шлем POC Cytal признан лучшим шоссейным шлемом, когда-либо протестированным Virginia Tech Helmet Ratings  Вы можете выбрать одну из девяти цветовых гамм, включая несколько монохромных вариантов, а также «темно-зеленый», темно-синий, красный и оранжевый  Подписаться  FAQ #новости'|0
